Feature_ID,Active,AspectRatios_0,AspectRatios_1,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,Omega3s,Volumes
1,1,0.73681074,0,0.038230088,0,0,2121.6958,1563.2883,0,2119.509,1537.657,0.5,0,8486316
